"dataset","model_id","condition","n","correct","wrong","idk","unparseable_count","AA","coverage","HR","unparseable","abstention_rate"
"truthfulqa_mc1","llama3-70b","critical_mc_mean080","817","687","103","25","2","0.8696202531645569","0.966952264381885","0.12607099143206854","0.0024479804161566705","0.030599755201958383"
"truthfulqa_mc1","llama3-70b","critical_mc_mean090","817","626","84","105","2","0.8816901408450705","0.8690330477356181","0.10281517747858017","0.0024479804161566705","0.12851897184822522"
"truthfulqa_mc1","llama3-70b","direct_mc","817","665","152","0","0","0.813953488372093","1.0","0.18604651162790697","0.0","0.0"
"truthfulqa_mc1","llama4_scout-17b","adaptive_mc_mean050","817","664","78","74","1","0.894878706199461","0.9082007343941249","0.09547123623011015","0.0012239902080783353","0.09057527539779682"
"truthfulqa_mc1","llama4_scout-17b","adaptive_mc_mean060","817","664","78","74","1","0.894878706199461","0.9082007343941249","0.09547123623011015","0.0012239902080783353","0.09057527539779682"
"truthfulqa_mc1","llama4_scout-17b","adaptive_mc_mean070","817","664","78","74","1","0.894878706199461","0.9082007343941249","0.09547123623011015","0.0012239902080783353","0.09057527539779682"
"truthfulqa_mc1","llama4_scout-17b","adaptive_mc_mean080","817","664","78","74","1","0.894878706199461","0.9082007343941249","0.09547123623011015","0.0012239902080783353","0.09057527539779682"
"truthfulqa_mc1","llama4_scout-17b","adaptive_mc_mean090","817","651","71","94","1","0.9016620498614959","0.8837209302325582","0.08690330477356181","0.0012239902080783353","0.11505507955936352"
"truthfulqa_mc1","llama4_scout-17b","cot_mc","817","725","92","0","0","0.8873929008567931","1.0","0.11260709914320685","0.0","0.0"
"truthfulqa_mc1","llama4_scout-17b","critical_mc_mean050","817","681","83","52","1","0.8913612565445026","0.9351285189718482","0.10159118727050184","0.0012239902080783353","0.06364749082007344"
"truthfulqa_mc1","llama4_scout-17b","critical_mc_mean060","817","681","83","52","1","0.8913612565445026","0.9351285189718482","0.10159118727050184","0.0012239902080783353","0.06364749082007344"
"truthfulqa_mc1","llama4_scout-17b","critical_mc_mean070","817","681","83","52","1","0.8913612565445026","0.9351285189718482","0.10159118727050184","0.0012239902080783353","0.06364749082007344"
"truthfulqa_mc1","llama4_scout-17b","critical_mc_mean080","817","679","83","54","1","0.8910761154855643","0.9326805385556916","0.10159118727050184","0.0012239902080783353","0.06609547123623011"
"truthfulqa_mc1","llama4_scout-17b","critical_mc_mean090","817","663","73","80","1","0.9008152173913043","0.9008567931456548","0.08935128518971848","0.0012239902080783353","0.09791921664626684"
"truthfulqa_mc1","llama4_scout-17b","direct_mc","817","729","88","0","0","0.8922888616891065","1.0","0.10771113831089352","0.0","0.0"
"truthfulqa_mc1","gemma3_12b_it","adaptive_mc_mean050","817","677","66","74","0","0.9111709286675639","0.9094247246022031","0.08078335373317014","0.0","0.09057527539779682"
"truthfulqa_mc1","gemma3_12b_it","adaptive_mc_mean060","817","677","66","74","0","0.9111709286675639","0.9094247246022031","0.08078335373317014","0.0","0.09057527539779682"
"truthfulqa_mc1","gemma3_12b_it","adaptive_mc_mean070","817","677","66","74","0","0.9111709286675639","0.9094247246022031","0.08078335373317014","0.0","0.09057527539779682"
"truthfulqa_mc1","gemma3_12b_it","adaptive_mc_mean080","817","677","65","75","0","0.9123989218328841","0.9082007343941249","0.0795593635250918","0.0","0.09179926560587515"
"truthfulqa_mc1","gemma3_12b_it","adaptive_mc_mean090","817","675","61","81","0","0.9171195652173914","0.9008567931456548","0.07466340269277846","0.0","0.09914320685434516"
"truthfulqa_mc1","gemma3_12b_it","cot_mc","817","729","88","0","0","0.8922888616891065","1.0","0.10771113831089352","0.0","0.0"
"truthfulqa_mc1","gemma3_12b_it","critical_mc_mean050","817","686","76","55","0","0.9002624671916011","0.9326805385556916","0.09302325581395349","0.0","0.06731946144430845"
"truthfulqa_mc1","gemma3_12b_it","critical_mc_mean060","817","686","76","55","0","0.9002624671916011","0.9326805385556916","0.09302325581395349","0.0","0.06731946144430845"
"truthfulqa_mc1","gemma3_12b_it","critical_mc_mean070","817","686","76","55","0","0.9002624671916011","0.9326805385556916","0.09302325581395349","0.0","0.06731946144430845"
"truthfulqa_mc1","gemma3_12b_it","critical_mc_mean080","817","685","76","56","0","0.900131406044678","0.9314565483476133","0.09302325581395349","0.0","0.06854345165238677"
"truthfulqa_mc1","gemma3_12b_it","critical_mc_mean090","817","677","72","68","0","0.9038718291054739","0.9167686658506732","0.08812729498164015","0.0","0.0832313341493268"
"truthfulqa_mc1","gemma3_12b_it","direct_mc","817","729","88","0","0","0.8922888616891065","1.0","0.10771113831089352","0.0","0.0"
"truthfulqa_mc1","gemma4_31b_it","adaptive_mc_mean050","817","674","69","74","0","0.9071332436069987","0.9094247246022031","0.08445532435740515","0.0","0.09057527539779682"
"truthfulqa_mc1","gemma4_31b_it","adaptive_mc_mean060","817","674","69","74","0","0.9071332436069987","0.9094247246022031","0.08445532435740515","0.0","0.09057527539779682"
"truthfulqa_mc1","gemma4_31b_it","adaptive_mc_mean070","817","674","69","74","0","0.9071332436069987","0.9094247246022031","0.08445532435740515","0.0","0.09057527539779682"
"truthfulqa_mc1","gemma4_31b_it","adaptive_mc_mean080","817","673","67","77","0","0.9094594594594595","0.9057527539779682","0.08200734394124846","0.0","0.09424724602203183"
"truthfulqa_mc1","gemma4_31b_it","adaptive_mc_mean090","817","669","63","85","0","0.9139344262295082","0.8959608323133414","0.07711138310893513","0.0","0.10403916768665851"
"truthfulqa_mc1","gemma4_31b_it","cot_mc","817","729","88","0","0","0.8922888616891065","1.0","0.10771113831089352","0.0","0.0"
"truthfulqa_mc1","gemma4_31b_it","critical_mc_mean050","817","693","73","51","0","0.9046997389033943","0.9375764993880049","0.08935128518971848","0.0","0.06242350061199511"
"truthfulqa_mc1","gemma4_31b_it","critical_mc_mean060","817","693","73","51","0","0.9046997389033943","0.9375764993880049","0.08935128518971848","0.0","0.06242350061199511"
"truthfulqa_mc1","gemma4_31b_it","critical_mc_mean070","817","693","73","51","0","0.9046997389033943","0.9375764993880049","0.08935128518971848","0.0","0.06242350061199511"
"truthfulqa_mc1","gemma4_31b_it","critical_mc_mean080","817","691","73","53","0","0.9044502617801047","0.9351285189718482","0.08935128518971848","0.0","0.06487148102815178"
"truthfulqa_mc1","gemma4_31b_it","critical_mc_mean090","817","681","69","67","0","0.908","0.9179926560587516","0.08445532435740515","0.0","0.08200734394124846"
"truthfulqa_mc1","gemma4_31b_it","direct_mc","817","727","90","0","0","0.8898408812729498","1.0","0.11015911872705018","0.0","0.0"
"truthfulqa_mc1","gpt-oss-20b","adaptive_mc_mean050","817","666","67","84","0","0.9085948158253752","0.8971848225214198","0.08200734394124846","0.0","0.10281517747858017"
"truthfulqa_mc1","gpt-oss-20b","adaptive_mc_mean060","817","666","67","84","0","0.9085948158253752","0.8971848225214198","0.08200734394124846","0.0","0.10281517747858017"
"truthfulqa_mc1","gpt-oss-20b","adaptive_mc_mean070","817","666","67","84","0","0.9085948158253752","0.8971848225214198","0.08200734394124846","0.0","0.10281517747858017"
"truthfulqa_mc1","gpt-oss-20b","adaptive_mc_mean080","817","666","66","85","0","0.9098360655737705","0.8959608323133414","0.08078335373317014","0.0","0.10403916768665851"
"truthfulqa_mc1","gpt-oss-20b","adaptive_mc_mean090","817","661","66","90","0","0.9092159559834938","0.8898408812729498","0.08078335373317014","0.0","0.11015911872705018"
"truthfulqa_mc1","gpt-oss-20b","cot_mc","817","728","89","0","0","0.8910648714810282","1.0","0.10893512851897184","0.0","0.0"
"truthfulqa_mc1","gpt-oss-20b","critical_mc_mean050","817","690","73","54","0","0.9043250327653998","0.9339045287637698","0.08935128518971848","0.0","0.06609547123623011"
"truthfulqa_mc1","gpt-oss-20b","critical_mc_mean060","817","690","73","54","0","0.9043250327653998","0.9339045287637698","0.08935128518971848","0.0","0.06609547123623011"
"truthfulqa_mc1","gpt-oss-20b","critical_mc_mean070","817","690","73","54","0","0.9043250327653998","0.9339045287637698","0.08935128518971848","0.0","0.06609547123623011"
"truthfulqa_mc1","gpt-oss-20b","critical_mc_mean080","817","690","73","54","0","0.9043250327653998","0.9339045287637698","0.08935128518971848","0.0","0.06609547123623011"
"truthfulqa_mc1","gpt-oss-20b","critical_mc_mean090","817","680","70","67","0","0.9066666666666666","0.9179926560587516","0.08567931456548347","0.0","0.08200734394124846"
"truthfulqa_mc1","gpt-oss-20b","direct_mc","817","727","90","0","0","0.8898408812729498","1.0","0.11015911872705018","0.0","0.0"
"truthfulqa_mc1","gpt-oss-120b","adaptive_mc_mean050","817","657","84","75","1","0.8866396761133604","0.9069767441860465","0.10281517747858017","0.0012239902080783353","0.09179926560587515"
"truthfulqa_mc1","gpt-oss-120b","adaptive_mc_mean060","817","657","84","75","1","0.8866396761133604","0.9069767441860465","0.10281517747858017","0.0012239902080783353","0.09179926560587515"
"truthfulqa_mc1","gpt-oss-120b","adaptive_mc_mean070","817","657","84","75","1","0.8866396761133604","0.9069767441860465","0.10281517747858017","0.0012239902080783353","0.09179926560587515"
"truthfulqa_mc1","gpt-oss-120b","adaptive_mc_mean080","817","657","84","75","1","0.8866396761133604","0.9069767441860465","0.10281517747858017","0.0012239902080783353","0.09179926560587515"
"truthfulqa_mc1","gpt-oss-120b","adaptive_mc_mean090","817","645","76","95","1","0.8945908460471568","0.8824969400244798","0.09302325581395349","0.0012239902080783353","0.11627906976744186"
"truthfulqa_mc1","gpt-oss-120b","cot_mc","817","721","96","0","0","0.8824969400244798","1.0","0.1175030599755202","0.0","0.0"
"truthfulqa_mc1","gpt-oss-120b","critical_mc_mean050","817","683","86","47","1","0.8881664499349805","0.9412484700122399","0.10526315789473684","0.0012239902080783353","0.05752753977968176"
"truthfulqa_mc1","gpt-oss-120b","critical_mc_mean060","817","683","85","48","1","0.8893229166666666","0.9400244798041616","0.10403916768665851","0.0012239902080783353","0.0587515299877601"
"truthfulqa_mc1","gpt-oss-120b","critical_mc_mean070","817","683","85","48","1","0.8893229166666666","0.9400244798041616","0.10403916768665851","0.0012239902080783353","0.0587515299877601"
"truthfulqa_mc1","gpt-oss-120b","critical_mc_mean080","817","682","85","49","1","0.8891786179921773","0.9388004895960832","0.10403916768665851","0.0012239902080783353","0.05997552019583843"
"truthfulqa_mc1","gpt-oss-120b","critical_mc_mean090","817","666","77","73","1","0.8963660834454913","0.9094247246022031","0.09424724602203183","0.0012239902080783353","0.08935128518971848"
"truthfulqa_mc1","gpt-oss-120b","direct_mc","817","729","88","0","0","0.8922888616891065","1.0","0.10771113831089352","0.0","0.0"
"truthfulqa_mc1","mistral-7b","adaptive_mc_mean050","817","672","65","80","0","0.9118046132971506","0.9020807833537332","0.0795593635250918","0.0","0.09791921664626684"
"truthfulqa_mc1","mistral-7b","adaptive_mc_mean060","817","672","65","80","0","0.9118046132971506","0.9020807833537332","0.0795593635250918","0.0","0.09791921664626684"
"truthfulqa_mc1","mistral-7b","adaptive_mc_mean070","817","672","65","80","0","0.9118046132971506","0.9020807833537332","0.0795593635250918","0.0","0.09791921664626684"
"truthfulqa_mc1","mistral-7b","adaptive_mc_mean080","817","672","64","81","0","0.9130434782608695","0.9008567931456548","0.07833537331701346","0.0","0.09914320685434516"
"truthfulqa_mc1","mistral-7b","adaptive_mc_mean090","817","667","61","89","0","0.9162087912087912","0.8910648714810282","0.07466340269277846","0.0","0.10893512851897184"
"truthfulqa_mc1","mistral-7b","cot_mc","817","728","89","0","0","0.8910648714810282","1.0","0.10893512851897184","0.0","0.0"
"truthfulqa_mc1","mistral-7b","critical_mc_mean050","817","686","77","54","0","0.8990825688073395","0.9339045287637698","0.09424724602203183","0.0","0.06609547123623011"
"truthfulqa_mc1","mistral-7b","critical_mc_mean060","817","686","77","54","0","0.8990825688073395","0.9339045287637698","0.09424724602203183","0.0","0.06609547123623011"
"truthfulqa_mc1","mistral-7b","critical_mc_mean070","817","686","77","54","0","0.8990825688073395","0.9339045287637698","0.09424724602203183","0.0","0.06609547123623011"
"truthfulqa_mc1","mistral-7b","critical_mc_mean080","817","684","77","56","0","0.8988173455978975","0.9314565483476133","0.09424724602203183","0.0","0.06854345165238677"
"truthfulqa_mc1","mistral-7b","critical_mc_mean090","817","674","75","68","0","0.8998664886515354","0.9167686658506732","0.09179926560587515","0.0","0.0832313341493268"
"truthfulqa_mc1","mistral-7b","direct_mc","817","728","89","0","0","0.8910648714810282","1.0","0.10893512851897184","0.0","0.0"
"truthfulqa_mc1","gpt5_5","adaptive_mc_mean050","817","670","70","77","0","0.9054054054054054","0.9057527539779682","0.08567931456548347","0.0","0.09424724602203183"
"truthfulqa_mc1","gpt5_5","adaptive_mc_mean060","817","670","70","77","0","0.9054054054054054","0.9057527539779682","0.08567931456548347","0.0","0.09424724602203183"
"truthfulqa_mc1","gpt5_5","adaptive_mc_mean070","817","670","70","77","0","0.9054054054054054","0.9057527539779682","0.08567931456548347","0.0","0.09424724602203183"
"truthfulqa_mc1","gpt5_5","adaptive_mc_mean080","817","670","69","78","0","0.9066305818673883","0.9045287637698899","0.08445532435740515","0.0","0.09547123623011015"
"truthfulqa_mc1","gpt5_5","adaptive_mc_mean090","817","665","66","86","0","0.9097127222982216","0.8947368421052632","0.08078335373317014","0.0","0.10526315789473684"
"truthfulqa_mc1","gpt5_5","cot_mc","817","731","86","0","0","0.8947368421052632","1.0","0.10526315789473684","0.0","0.0"
"truthfulqa_mc1","gpt5_5","critical_mc_mean050","817","690","70","57","0","0.9078947368421053","0.9302325581395349","0.08567931456548347","0.0","0.06976744186046512"
"truthfulqa_mc1","gpt5_5","critical_mc_mean060","817","690","70","57","0","0.9078947368421053","0.9302325581395349","0.08567931456548347","0.0","0.06976744186046512"
"truthfulqa_mc1","gpt5_5","critical_mc_mean070","817","690","70","57","0","0.9078947368421053","0.9302325581395349","0.08567931456548347","0.0","0.06976744186046512"
"truthfulqa_mc1","gpt5_5","critical_mc_mean080","817","689","70","58","0","0.9077733860342556","0.9290085679314566","0.08567931456548347","0.0","0.07099143206854346"
"truthfulqa_mc1","gpt5_5","critical_mc_mean090","817","681","67","69","0","0.910427807486631","0.9155446756425949","0.08200734394124846","0.0","0.08445532435740515"
"truthfulqa_mc1","gpt5_5","direct_mc","817","727","90","0","0","0.8898408812729498","1.0","0.11015911872705018","0.0","0.0"
"truthfulqa_mc1","claude5_sonnet","adaptive_mc_mean050","817","677","69","71","0","0.9075067024128687","0.9130966952264382","0.08445532435740515","0.0","0.08690330477356181"
"truthfulqa_mc1","claude5_sonnet","adaptive_mc_mean060","817","677","69","71","0","0.9075067024128687","0.9130966952264382","0.08445532435740515","0.0","0.08690330477356181"
"truthfulqa_mc1","claude5_sonnet","adaptive_mc_mean070","817","677","69","71","0","0.9075067024128687","0.9130966952264382","0.08445532435740515","0.0","0.08690330477356181"
"truthfulqa_mc1","claude5_sonnet","adaptive_mc_mean080","817","677","69","71","0","0.9075067024128687","0.9130966952264382","0.08445532435740515","0.0","0.08690330477356181"
"truthfulqa_mc1","claude5_sonnet","adaptive_mc_mean090","817","672","65","80","0","0.9118046132971506","0.9020807833537332","0.0795593635250918","0.0","0.09791921664626684"
"truthfulqa_mc1","claude5_sonnet","cot_mc","817","729","88","0","0","0.8922888616891065","1.0","0.10771113831089352","0.0","0.0"
"truthfulqa_mc1","claude5_sonnet","critical_mc_mean050","817","693","69","55","0","0.9094488188976378","0.9326805385556916","0.08445532435740515","0.0","0.06731946144430845"
"truthfulqa_mc1","claude5_sonnet","critical_mc_mean060","817","693","69","55","0","0.9094488188976378","0.9326805385556916","0.08445532435740515","0.0","0.06731946144430845"
"truthfulqa_mc1","claude5_sonnet","critical_mc_mean070","817","692","69","56","0","0.9093298291721419","0.9314565483476133","0.08445532435740515","0.0","0.06854345165238677"
"truthfulqa_mc1","claude5_sonnet","critical_mc_mean080","817","692","69","56","0","0.9093298291721419","0.9314565483476133","0.08445532435740515","0.0","0.06854345165238677"
"truthfulqa_mc1","claude5_sonnet","critical_mc_mean090","817","682","66","69","0","0.9117647058823529","0.9155446756425949","0.08078335373317014","0.0","0.08445532435740515"
"truthfulqa_mc1","claude5_sonnet","direct_mc","817","729","88","0","0","0.8922888616891065","1.0","0.10771113831089352","0.0","0.0"
"truthfulqa_mc1","deepseek-flash","adaptive_mc_mean050","817","673","103","41","0","0.8672680412371134","0.9498164014687882","0.12607099143206854","0.0","0.05018359853121175"
"truthfulqa_mc1","deepseek-flash","adaptive_mc_mean060","817","673","103","41","0","0.8672680412371134","0.9498164014687882","0.12607099143206854","0.0","0.05018359853121175"
"truthfulqa_mc1","deepseek-flash","adaptive_mc_mean070","817","673","103","41","0","0.8672680412371134","0.9498164014687882","0.12607099143206854","0.0","0.05018359853121175"
"truthfulqa_mc1","deepseek-flash","adaptive_mc_mean080","817","667","97","53","0","0.8730366492146597","0.9351285189718482","0.11872705018359853","0.0","0.06487148102815178"
"truthfulqa_mc1","deepseek-flash","adaptive_mc_mean090","817","574","72","171","0","0.8885448916408669","0.7906976744186046","0.08812729498164015","0.0","0.20930232558139536"
"truthfulqa_mc1","deepseek-flash","cot_mc","817","672","145","0","0","0.8225214198286414","1.0","0.17747858017135862","0.0","0.0"
"truthfulqa_mc1","deepseek-flash","critical_mc_mean050","817","688","103","26","0","0.8697850821744627","0.9681762545899633","0.12607099143206854","0.0","0.03182374541003672"
"truthfulqa_mc1","deepseek-flash","critical_mc_mean060","817","688","100","29","0","0.8730964467005076","0.9645042839657283","0.12239902080783353","0.0","0.03549571603427173"
"truthfulqa_mc1","deepseek-flash","critical_mc_mean070","817","683","98","36","0","0.8745198463508322","0.95593635250918","0.11995104039167687","0.0","0.044063647490820076"
"truthfulqa_mc1","deepseek-flash","critical_mc_mean080","817","654","78","85","0","0.8934426229508197","0.8959608323133414","0.09547123623011015","0.0","0.10403916768665851"
"truthfulqa_mc1","deepseek-flash","critical_mc_mean090","817","536","61","220","0","0.897822445561139","0.7307221542227662","0.07466340269277846","0.0","0.2692778457772338"
"truthfulqa_mc1","deepseek-flash","direct_mc","817","682","135","0","0","0.8347613219094248","1.0","0.16523867809057527","0.0","0.0"
"truthfulqa_mc1","llama3-8b","grounded_mc_mean050","817","644","150","21","2","0.8110831234256927","0.9718482252141983","0.1835985312117503","0.0024479804161566705","0.025703794369645042"
"truthfulqa_mc1","llama3-8b","grounded_mc_mean060","817","644","151","20","2","0.810062893081761","0.9730722154222766","0.18482252141982863","0.0024479804161566705","0.02447980416156671"
"truthfulqa_mc1","llama3-8b","grounded_mc_mean070","817","644","151","20","2","0.810062893081761","0.9730722154222766","0.18482252141982863","0.0024479804161566705","0.02447980416156671"
"truthfulqa_mc1","llama3-8b","grounded_mc_mean080","817","643","145","27","2","0.815989847715736","0.9645042839657283","0.17747858017135862","0.0024479804161566705","0.033047735618115054"
"truthfulqa_mc1","llama3-8b","grounded_mc_mean090","817","555","99","161","2","0.8486238532110092","0.8004895960832313","0.1211750305997552","0.0024479804161566705","0.19706242350061198"
"truthfulqa_mc1","llama3-70b","grounded_mc_mean050","817","659","145","11","2","0.8196517412935324","0.9840881272949816","0.17747858017135862","0.0024479804161566705","0.01346389228886169"
"truthfulqa_mc1","llama3-70b","grounded_mc_mean060","817","659","145","11","2","0.8196517412935324","0.9840881272949816","0.17747858017135862","0.0024479804161566705","0.01346389228886169"
"truthfulqa_mc1","llama3-70b","grounded_mc_mean070","817","659","145","11","2","0.8196517412935324","0.9840881272949816","0.17747858017135862","0.0024479804161566705","0.01346389228886169"
"truthfulqa_mc1","llama3-70b","grounded_mc_mean080","817","661","141","13","2","0.8241895261845387","0.981640146878825","0.17258261933904528","0.0024479804161566705","0.01591187270501836"
"truthfulqa_mc1","llama3-70b","grounded_mc_mean090","817","568","89","159","1","0.8645357686453576","0.8041615667074663","0.10893512851897184","0.0012239902080783353","0.19461444308445533"
"truthfulqa_mc1","llama4_scout-17b","grounded_mc_mean050","817","689","77","50","1","0.8994778067885117","0.9375764993880049","0.09424724602203183","0.0012239902080783353","0.06119951040391677"
"truthfulqa_mc1","llama4_scout-17b","grounded_mc_mean060","817","688","76","52","1","0.900523560209424","0.9351285189718482","0.09302325581395349","0.0012239902080783353","0.06364749082007344"
"truthfulqa_mc1","llama4_scout-17b","grounded_mc_mean070","817","689","76","51","1","0.9006535947712418","0.9363525091799265","0.09302325581395349","0.0012239902080783353","0.06242350061199511"
"truthfulqa_mc1","llama4_scout-17b","grounded_mc_mean080","817","687","75","54","1","0.9015748031496063","0.9326805385556916","0.09179926560587515","0.0012239902080783353","0.06609547123623011"
"truthfulqa_mc1","llama4_scout-17b","grounded_mc_mean090","817","666","66","84","1","0.9098360655737705","0.8959608323133414","0.08078335373317014","0.0012239902080783353","0.10281517747858017"
"truthfulqa_mc1","gemma3_12b_it","grounded_mc_mean050","817","690","72","55","0","0.905511811023622","0.9326805385556916","0.08812729498164015","0.0","0.06731946144430845"
"truthfulqa_mc1","gemma3_12b_it","grounded_mc_mean060","817","690","71","56","0","0.9067017082785808","0.9314565483476133","0.08690330477356181","0.0","0.06854345165238677"
"truthfulqa_mc1","gemma3_12b_it","grounded_mc_mean070","817","690","71","56","0","0.9067017082785808","0.9314565483476133","0.08690330477356181","0.0","0.06854345165238677"
"truthfulqa_mc1","gemma3_12b_it","grounded_mc_mean080","817","690","70","57","0","0.9078947368421053","0.9302325581395349","0.08567931456548347","0.0","0.06976744186046512"
"truthfulqa_mc1","gemma3_12b_it","grounded_mc_mean090","817","678","68","71","0","0.9088471849865952","0.9130966952264382","0.0832313341493268","0.0","0.08690330477356181"
"truthfulqa_mc1","gemma4_31b_it","grounded_mc_mean050","817","689","72","56","0","0.9053876478318003","0.9314565483476133","0.08812729498164015","0.0","0.06854345165238677"
"truthfulqa_mc1","gemma4_31b_it","grounded_mc_mean060","817","689","71","57","0","0.906578947368421","0.9302325581395349","0.08690330477356181","0.0","0.06976744186046512"
"truthfulqa_mc1","gemma4_31b_it","grounded_mc_mean070","817","688","71","58","0","0.9064558629776021","0.9290085679314566","0.08690330477356181","0.0","0.07099143206854346"
"truthfulqa_mc1","gemma4_31b_it","grounded_mc_mean080","817","687","71","59","0","0.9063324538258575","0.9277845777233782","0.08690330477356181","0.0","0.07221542227662178"
"truthfulqa_mc1","gemma4_31b_it","grounded_mc_mean090","817","676","69","72","0","0.9073825503355705","0.9118727050183598","0.08445532435740515","0.0","0.08812729498164015"
"truthfulqa_mc1","gpt-oss-20b","grounded_mc_mean050","817","684","72","61","0","0.9047619047619048","0.9253365973072215","0.08812729498164015","0.0","0.07466340269277846"
"truthfulqa_mc1","gpt-oss-20b","grounded_mc_mean060","817","684","70","63","0","0.9071618037135278","0.9228886168910648","0.08567931456548347","0.0","0.07711138310893513"
"truthfulqa_mc1","gpt-oss-20b","grounded_mc_mean070","817","684","70","63","0","0.9071618037135278","0.9228886168910648","0.08567931456548347","0.0","0.07711138310893513"
"truthfulqa_mc1","gpt-oss-20b","grounded_mc_mean080","817","680","70","67","0","0.9066666666666666","0.9179926560587516","0.08567931456548347","0.0","0.08200734394124846"
"truthfulqa_mc1","gpt-oss-20b","grounded_mc_mean090","817","668","69","80","0","0.9063772048846676","0.9020807833537332","0.08445532435740515","0.0","0.09791921664626684"
"truthfulqa_mc1","gpt-oss-120b","grounded_mc_mean050","817","694","69","53","1","0.90956749672346","0.9339045287637698","0.08445532435740515","0.0012239902080783353","0.06487148102815178"
"truthfulqa_mc1","gpt-oss-120b","grounded_mc_mean060","817","695","68","53","1","0.9108781127129751","0.9339045287637698","0.0832313341493268","0.0012239902080783353","0.06487148102815178"
"truthfulqa_mc1","gpt-oss-120b","grounded_mc_mean070","817","695","68","53","1","0.9108781127129751","0.9339045287637698","0.0832313341493268","0.0012239902080783353","0.06487148102815178"
"truthfulqa_mc1","gpt-oss-120b","grounded_mc_mean080","817","694","68","54","1","0.910761154855643","0.9326805385556916","0.0832313341493268","0.0012239902080783353","0.06609547123623011"
"truthfulqa_mc1","gpt-oss-120b","grounded_mc_mean090","817","672","64","80","1","0.9130434782608695","0.9008567931456548","0.07833537331701346","0.0012239902080783353","0.09791921664626684"
"truthfulqa_mc1","mistral-7b","grounded_mc_mean050","817","692","74","51","0","0.9033942558746736","0.9375764993880049","0.09057527539779682","0.0","0.06242350061199511"
